,PF00042.28,PF00115.25,PF00116.26,PF00296.26,PF00510.24,PF00916.26,PF01521.26,PF03063.25,PF05425.18,PF10371.14,PF13597.11,PF16870.10,PF17773.7,PF17910.6,PF02579.22,PF01152.27,PF08530.16,PF01871.22,PF02906.19,PF05721.19,Oxygen2
107,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
108,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0
109,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1
110,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
111,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
112,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0
113,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
114,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
115,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
116,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
117,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1
118,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
119,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
120,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
121,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
122,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
123,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
124,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0
125,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0
126,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
127,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
128,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
129,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
130,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0
131,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
132,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
133,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
134,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
135,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
136,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
137,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
138,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0
139,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
140,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
141,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
142,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
143,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
144,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
145,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
146,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
147,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
148,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
149,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0
150,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
151,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
152,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
153,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
154,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
155,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
156,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
157,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
158,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
159,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
160,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
161,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
162,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0
163,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
164,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
165,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
166,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
167,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
168,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
169,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0
170,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
171,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1
172,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
173,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
174,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
175,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
176,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
177,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
178,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
179,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
180,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
181,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0
182,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1
183,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
184,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1
185,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
186,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
187,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
188,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
189,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
190,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0
191,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
192,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
193,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
194,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
195,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
196,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
197,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
198,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
199,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1
200,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0
201,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
202,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
203,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0
204,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1
205,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
206,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
207,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0
208,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
209,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
210,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
211,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
212,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
213,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
214,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
215,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
216,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
217,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0
218,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
219,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
220,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0
221,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
222,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
223,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
224,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
225,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0
226,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0
227,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
228,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1
229,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
230,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
231,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
232,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
233,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
234,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
235,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
236,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
237,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0
238,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
239,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
240,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
241,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
242,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
243,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
244,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
245,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
246,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
247,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
248,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
249,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
250,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1
251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
252,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
253,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
254,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
255,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
256,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
257,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
258,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
259,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
260,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
261,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
262,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0
263,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
264,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
265,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
266,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0
267,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
268,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0
269,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
271,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0
272,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0
273,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
274,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
275,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
276,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
277,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
278,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
279,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
280,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
281,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
282,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
283,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
284,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
285,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
286,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
287,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
288,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
289,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
290,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
291,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
292,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
293,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
294,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
295,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1
296,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
297,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0
298,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
299,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
300,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
301,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
302,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
303,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
304,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
305,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
306,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1
307,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
308,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
309,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
310,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
